Time,Symbol,Price,Quantity,Type,Status,Value,Tag
2024-11-11T16:00:00Z,CRM,341.975,-12,Market,Filled,-4103.7,"Liquidated" 
2024-11-11T17:00:00Z,MTUM,214.14,17,Market,Filled,3640.38,"" 
2024-11-11T17:00:00Z,PYPL,87.37,-39,Market,Filled,-3407.43,"Liquidated" 
2024-11-11T18:00:00Z,ABNB,138.08,26,Market,Filled,3590.08,"" 
2024-11-14T16:00:00Z,TSLL,18.43,-168,Market,Filled,-3096.24,"Liquidated" 
2024-11-15T20:00:00Z,AMD,134.17,-22,Market,Filled,-2951.74,"Liquidated" 
2024-11-18T15:00:00Z,NVDA,138.14,25,Market,Filled,3453.5,"" 
2024-11-19T19:00:00Z,MSTR,429.44,-11,Market,Filled,-4723.84,"Liquidated" 
2024-11-25T15:00:00Z,CRM,344.24,10,Market,Filled,3442.4,"" 
2024-11-25T15:00:00Z,PLTR,67.4,55,Market,Filled,3707,"" 
2024-11-25T15:00:00Z,HD,428.54,-6,Market,Filled,-2571.24,"Liquidated" 
2024-11-25T16:00:00Z,MARA,27.88,133,Market,Filled,3708.04,"" 
2024-11-25T16:00:00Z,IWM,244.89,-10,Market,Filled,-2448.9,"Liquidated" 
2024-12-02T15:00:00Z,BA,157.57,23,Market,Filled,3624.11,"" 
2024-12-10T16:00:00Z,MARA,23.575,-133,Market,Filled,-3135.475,"Liquidated" 
2024-12-16T15:00:00Z,MRVL,122.08,30,Market,Filled,3662.4,"" 
2024-12-16T15:00:00Z,AVGO,245.41,-20,Market,Filled,-4908.2,"Liquidated" 
2024-12-16T16:00:00Z,UBER,60.45,62,Market,Filled,3747.9,"" 
2024-12-23T15:00:00Z,COIN,268.29,-11,Market,Filled,-2951.19,"Liquidated" 
2024-12-24T15:00:00Z,AAPL,256.77,-12,Market,Filled,-3081.24,"Liquidated" 
2024-12-30T15:00:00Z,COIN,250.09,14,Market,Filled,3501.26,"" 
2024-12-30T16:00:00Z,JNJ,143.08,-14,Market,Filled,-2003.12,"Liquidated" 
2024-12-30T18:00:00Z,RGTI,17.86,204,Market,Filled,3643.44,"" 
2025-01-06T17:00:00Z,AMD,130.275,28,Market,Filled,3647.7,"" 
2025-01-06T20:00:00Z,TSM,221.14,-18,Market,Filled,-3980.52,"Liquidated" 
2025-01-08T15:00:00Z,RGTI,10.76,-204,Market,Filled,-2195.04,"Liquidated" 
2025-01-10T16:00:00Z,BABA,81.2,-38,Market,Filled,-3085.6,"Liquidated" 
2025-01-21T15:00:00Z,JPM,261.65,-15,Market,Filled,-3924.75,"Liquidated" 
2025-01-21T21:00:00Z,RH,0,-9,Market On Open,Canceled,0,"Liquidated" 
2025-01-21T21:15:00Z,RH,450.66,-9,Market On Open,Filled,-4055.94,"Liquidated" 
2025-01-24T15:00:00Z,AMZN,236,-15,Market,Filled,-3540,"Liquidated" 
2025-01-27T15:00:00Z,IBIT,57.96,64,Market,Filled,3709.44,"" 
2025-01-27T15:00:00Z,AVGO,216.15,17,Market,Filled,3674.55,"" 
2025-01-27T15:00:00Z,SOXL,27.82,134,Market,Filled,3727.88,"" 
2025-01-27T15:00:00Z,MU,94.01,39,Market,Filled,3666.39,"" 
2025-01-27T15:00:00Z,AAPL,225.66,16,Market,Filled,3610.56,"" 
2025-01-27T18:00:00Z,MRVL,101.93,-30,Market,Filled,-3057.9,"Liquidated" 
2025-01-27T19:00:00Z,ORCL,156.78,23,Market,Filled,3605.94,"" 
2025-01-30T15:00:00Z,WMT,98.64,-44,Market,Filled,-4340.16,"Liquidated" 
2025-02-03T15:00:00Z,BABA,99.54,37,Market,Filled,3682.98,"" 
2025-02-03T15:00:00Z,NVDA,114.71,-25,Market,Filled,-2867.75,"Liquidated" 
2025-02-03T16:00:00Z,INTC,19.67,190,Market,Filled,3737.3,"" 
2025-02-04T15:00:00Z,PLTR,105.88,-55,Market,Filled,-5823.4,"Liquidated" 
2025-02-05T15:00:00Z,AMD,108.08,-28,Market,Filled,-3026.24,"Liquidated" 
2025-02-10T15:00:00Z,SPY,603.49,8,Market,Filled,4827.92,"" 
2025-02-10T15:00:00Z,XLU,78.17,28,Market,Filled,2188.76,"" 
2025-02-10T15:00:00Z,FXI,33.375,115,Market,Filled,3838.125,"" 
2025-02-18T15:00:00Z,UBER,81.07,-62,Market,Filled,-5026.34,"Liquidated" 
2025-02-18T19:00:00Z,INTC,26.25,-190,Market,Filled,-4987.5,"Liquidated" 
2025-02-20T15:00:00Z,BABA,140.45,-37,Market,Filled,-5196.65,"Liquidated" 
2025-02-24T15:00:00Z,PLTR,91.6,42,Market,Filled,3847.2,"" 
2025-02-24T15:00:00Z,INTC,24.195,159,Market,Filled,3847.005,"" 
2025-02-24T15:00:00Z,AMD,108.96,35,Market,Filled,3813.6,"" 
2025-02-24T15:00:00Z,AMZN,214.56,18,Market,Filled,3862.08,"" 
2025-02-25T17:00:00Z,COIN,210.11,-14,Market,Filled,-2941.54,"Liquidated" 
2025-02-26T17:00:00Z,IBIT,49.265,-64,Market,Filled,-3152.96,"Liquidated" 
2025-02-27T20:00:00Z,SOXL,23.395,-134,Market,Filled,-3134.93,"Liquidated" 
2025-03-03T15:00:00Z,SOXL,22.06,171,Market,Filled,3772.26,"" 
2025-03-03T15:00:00Z,TSLA,295.07,12,Market,Filled,3540.84,"" 
2025-03-04T15:00:00Z,CRM,286.71,-10,Market,Filled,-2867.1,"Liquidated" 
2025-03-04T16:00:00Z,AVGO,182.9,-17,Market,Filled,-3109.3,"Liquidated" 
2025-03-05T17:00:00Z,INTC,20.37,-159,Market,Filled,-3238.83,"Liquidated" 
2025-03-10T14:00:00Z,TSLA,243.95,-12,Market,Filled,-2927.4,"Liquidated" 
2025-03-10T15:00:00Z,SOXL,18.355,-171,Market,Filled,-3138.705,"Liquidated" 
2025-03-10T17:00:00Z,PLTR,77.64,-42,Market,Filled,-3260.88,"Liquidated" 
2025-03-24T15:00:00Z,GIS,58.19,62,Market,Filled,3607.78,"" 
2025-03-24T16:00:00Z,WSM,170.06,21,Market,Filled,3571.26,"" 
2025-03-24T17:00:00Z,COP,102.35,35,Market,Filled,3582.25,"" 
2025-03-24T17:00:00Z,ACN,307.325,11,Market,Filled,3380.575,"" 
2025-03-31T14:00:00Z,ABNB,116.96,-26,Market,Filled,-3040.96,"Liquidated" 
2025-04-03T14:00:00Z,AAPL,204.27,-16,Market,Filled,-3268.32,"Liquidated" 
2025-04-03T14:00:00Z,ACN,305.26,-11,Market,Filled,-3357.86,"Liquidated" 
2025-04-03T14:00:00Z,AMD,98.9,-35,Market,Filled,-3461.5,"Liquidated" 
2025-04-03T14:00:00Z,AMZN,182.39,-18,Market,Filled,-3283.02,"Liquidated" 
2025-04-03T14:00:00Z,BA,156.88,-23,Market,Filled,-3608.24,"Liquidated" 
2025-04-03T14:00:00Z,BAC,37.99,-79,Market,Filled,-3001.21,"Liquidated" 
2025-04-03T14:00:00Z,CAT,318.43,-9,Market,Filled,-2865.87,"Liquidated" 
2025-04-03T14:00:00Z,COP,99.695,-35,Market,Filled,-3489.325,"Liquidated" 
2025-04-03T14:00:00Z,CVX,158.53,-16,Market,Filled,-2536.48,"Liquidated" 
2025-04-03T14:00:00Z,EEM,43.19,-52,Market,Filled,-2245.88,"Liquidated" 
2025-04-03T14:00:00Z,EFA,81.235,-30,Market,Filled,-2437.05,"Liquidated" 
2025-04-03T14:00:00Z,FLUT,218.76,-14,Market,Filled,-3062.64,"Liquidated" 
2025-04-03T14:00:00Z,FXI,35.14,-115,Market,Filled,-4041.1,"Liquidated" 
2025-04-03T14:00:00Z,GIS,60.645,-62,Market,Filled,-3759.99,"Liquidated" 
2025-04-03T14:00:00Z,GLD,284.47,-14,Market,Filled,-3982.58,"Liquidated" 
2025-04-03T14:00:00Z,GOOG,153.08,-21,Market,Filled,-3214.68,"Liquidated" 
2025-04-03T14:00:00Z,GOOGL,151.42,-17,Market,Filled,-2574.14,"Liquidated" 
2025-04-03T14:00:00Z,HYG,78.08,-26,Market,Filled,-2030.08,"Liquidated" 
2025-04-03T14:00:00Z,LQD,109.33,-18,Market,Filled,-1967.94,"Liquidated" 
2025-04-03T14:00:00Z,MMM,143.1,-25,Market,Filled,-3577.5,"Liquidated" 
2025-04-03T14:00:00Z,MTUM,198.78,-17,Market,Filled,-3379.26,"Liquidated" 
2025-04-03T14:00:00Z,MU,80.485,-39,Market,Filled,-3138.915,"Liquidated" 
2025-04-03T14:00:00Z,ORCL,140.33,-23,Market,Filled,-3227.59,"Liquidated" 
2025-04-03T14:00:00Z,PG,172.38,-17,Market,Filled,-2930.46,"Liquidated" 
2025-04-03T14:00:00Z,RSP,169.01,-16,Market,Filled,-2704.16,"Liquidated" 
2025-04-03T14:00:00Z,SBUX,92.37,-35,Market,Filled,-3232.95,"Liquidated" 
2025-04-03T14:00:00Z,SPY,544.96,-254,Market,Filled,-138419.84,"Liquidated" 
2025-04-03T14:00:00Z,TLT,92.48,-25,Market,Filled,-2312,"Liquidated" 
2025-04-03T14:00:00Z,WSM,137.185,-21,Market,Filled,-2880.885,"Liquidated" 
2025-04-03T14:00:00Z,XLF,48.24,-73,Market,Filled,-3521.52,"Liquidated" 
2025-04-03T14:00:00Z,XLU,79.44,-491,Market,Filled,-39005.04,"Liquidated" 
2025-04-03T14:00:00Z,XLV,143.87,-18,Market,Filled,-2589.66,"Liquidated" 
2025-04-03T14:00:00Z,XOM,114.07,-17,Market,Filled,-1939.19,"Liquidated" 
2025-05-12T14:00:00Z,SPY,578.82,231,Market,Filled,133707.42,"" 
2025-05-12T14:00:00Z,XLU,80.18,417,Market,Filled,33435.06,"" 
2025-05-19T14:00:00Z,GLD,297.665,11,Market,Filled,3274.315,"" 
2025-05-19T14:00:00Z,TLT,85.12,40,Market,Filled,3404.8,"" 
2025-05-19T14:00:00Z,NVDA,134.075,25,Market,Filled,3351.875,"" 
2025-05-19T14:00:00Z,AVGO,228.39,14,Market,Filled,3197.46,"" 
2025-05-19T14:00:00Z,MU,96.82,35,Market,Filled,3388.7,"" 
2025-05-19T14:00:00Z,AMD,114.92,29,Market,Filled,3332.68,"" 
2025-05-19T14:00:00Z,GOOG,166.72,20,Market,Filled,3334.4,"" 
2025-05-19T14:00:00Z,GOOGL,165.55,20,Market,Filled,3311,"" 
2025-05-19T14:00:00Z,AAPL,205.73,16,Market,Filled,3291.68,"" 
2025-05-19T14:00:00Z,TQQQ,70,48,Market,Filled,3360,"" 
2025-05-19T14:00:00Z,AMZN,205.13,16,Market,Filled,3282.08,"" 
2025-05-19T15:00:00Z,COIN,266.1,12,Market,Filled,3193.2,"" 
2025-05-19T15:00:00Z,LQD,106.585,32,Market,Filled,3410.72,"" 
2025-05-19T15:00:00Z,TSLL,14.475,236,Market,Filled,3416.1,"" 
2025-05-19T15:00:00Z,JPM,266.41,12,Market,Filled,3196.92,"" 
2025-05-19T16:00:00Z,CRWV,85.09,40,Market,Filled,3403.6,"" 
2025-05-19T16:00:00Z,IBIT,59.62,57,Market,Filled,3398.34,"" 
2025-05-19T16:00:00Z,UNH,310.535,11,Market,Filled,3415.885,"" 
2025-05-19T16:00:00Z,AMAT,164.7,20,Market,Filled,3294,"" 
2025-05-19T16:00:00Z,COF,199.22,17,Market,Filled,3386.74,"" 
2025-05-19T16:00:00Z,BABA,122.37,28,Market,Filled,3426.36,"" 
2025-05-19T17:00:00Z,TSLA,340.03,10,Market,Filled,3400.3,"" 
2025-05-19T17:00:00Z,WMT,98.165,35,Market,Filled,3435.775,"" 
2025-05-19T18:00:00Z,HIMS,61.87,55,Market,Filled,3402.85,"" 
2025-05-19T19:00:00Z,PLTR,126.5,27,Market,Filled,3415.5,"" 
2025-05-19T20:00:00Z,SMCI,44.72,77,Market On Open,Filled,3443.44,"" 
2025-05-22T15:00:00Z,CRWV,114.44,-40,Market,Filled,-4577.6,"Liquidated" 
2025-05-28T14:00:00Z,HIMS,51.79,-55,Market,Filled,-2848.45,"Liquidated" 
2025-06-02T15:00:00Z,HYG,79.095,43,Market,Filled,3401.085,"" 
2025-06-02T15:00:00Z,HIMS,58.06,58,Market,Filled,3367.48,"" 
2025-06-02T15:00:00Z,ORCL,164.42,20,Market,Filled,3288.4,"" 
2025-06-02T15:00:00Z,ZS,288.04,11,Market,Filled,3168.44,"" 
2025-06-02T16:00:00Z,SQQQ,23.525,145,Market,Filled,3411.125,"" 
2025-06-02T16:00:00Z,IWM,205.35,16,Market,Filled,3285.6,"" 
2025-06-02T18:00:00Z,CRWV,117.13,29,Market,Filled,3396.77,"" 
2025-06-04T15:00:00Z,CRWV,158.72,-29,Market,Filled,-4602.88,"Liquidated" 
2025-06-05T14:00:00Z,TSLL,12.23,-236,Market,Filled,-2886.28,"Liquidated" 
2025-06-05T19:00:00Z,TSLA,288.37,-10,Market,Filled,-2883.7,"Liquidated" 
2025-06-09T14:00:00Z,TSLL,10.3,339,Market,Filled,3491.7,"" 
2025-06-09T14:00:00Z,CRWV,152.12,23,Market,Filled,3498.76,"" 
2025-06-09T15:00:00Z,SOXL,20.71,169,Market,Filled,3499.99,"" 
2025-06-09T19:00:00Z,LULU,262.235,13,Market,Filled,3409.055,"" 
2025-06-23T14:00:00Z,TSLL,13.95,-339,Market,Filled,-4729.05,"Liquidated" 
2025-06-23T14:00:00Z,LULU,221.865,-13,Market,Filled,-2884.245,"Liquidated" 
2025-06-23T14:00:00Z,HIMS,46.68,-58,Market,Filled,-2707.44,"Liquidated" 
2025-06-25T14:00:00Z,COIN,356,-12,Market,Filled,-4272,"Liquidated" 
2025-06-27T14:00:00Z,SQQQ,19.905,-145,Market,Filled,-2886.225,"Liquidated" 
2025-06-30T14:00:00Z,HIMS,49.2,75,Market,Filled,3690,"" 
2025-06-30T14:00:00Z,CRM,275.315,13,Market,Filled,3579.095,"" 
2025-06-30T14:00:00Z,ORCL,221.63,-20,Market,Filled,-4432.6,"Liquidated" 
2025-06-30T15:00:00Z,ORCL,221.705,16,Market,Filled,3547.28,"" 
2025-06-30T16:00:00Z,HWM,186.345,20,Market,Filled,3726.9,"" 
2025-06-30T17:00:00Z,FLUT,282.96,13,Market,Filled,3678.48,"" 
2025-06-30T18:00:00Z,APP,346.87,10,Market,Filled,3468.7,"" 
2025-06-30T18:00:00Z,NKE,71.1,52,Market,Filled,3697.2,"" 
2025-06-30T19:00:00Z,TSLA,318.6,11,Market,Filled,3504.6,"" 
2025-07-09T17:00:00Z,BABA,104.03,-28,Market,Filled,-2912.84,"Liquidated" 
2025-07-10T16:00:00Z,SOXL,27.62,-169,Market,Filled,-4667.78,"Liquidated" 
2025-07-11T18:00:00Z,CRWV,129.3,-23,Market,Filled,-2973.9,"Liquidated" 
2025-07-14T14:00:00Z,TSM,227.09,16,Market,Filled,3633.44,"" 
2025-07-14T14:00:00Z,RSP,184.1,20,Market,Filled,3682,"" 
2025-07-14T15:00:00Z,GE,258.98,14,Market,Filled,3625.72,"" 
2025-07-15T14:00:00Z,AMD,155.47,-29,Market,Filled,-4508.63,"Liquidated" 
2025-07-21T14:00:00Z,CRCL,227.4,17,Market,Filled,3865.8,"" 
2025-07-21T14:00:00Z,AMD,157.67,24,Market,Filled,3784.08,"" 
2025-07-24T15:00:00Z,CRCL,192.06,-17,Market,Filled,-3265.02,"Liquidated" 
2025-07-28T15:00:00Z,TSLL,12.135,326,Market,Filled,3956.01,"" 
2025-07-28T20:00:00Z,SMCI,0,-77,Market On Open,Canceled,0,"Liquidated" 
2025-07-28T20:15:00Z,SMCI,59.79,-77,Market On Open,Filled,-4603.83,"Liquidated" 
2025-07-29T14:00:00Z,NVDA,179.28,-25,Market,Filled,-4482,"Liquidated" 
2025-07-29T20:00:00Z,UNH,0,-11,Market On Open,Canceled,0,"Liquidated" 
2025-07-29T20:15:00Z,UNH,263.9,-11,Market On Open,Filled,-2902.9,"Liquidated" 
2025-07-30T15:00:00Z,HIMS,65.515,-75,Market,Filled,-4913.625,"Liquidated" 
2025-08-01T14:00:00Z,TSLL,10.14,-326,Market,Filled,-3305.64,"Liquidated" 
2025-08-04T14:00:00Z,NVDA,177.08,22,Market,Filled,3895.76,"" 
2025-08-04T15:00:00Z,HOOD,102.71,38,Market,Filled,3902.98,"" 
2025-08-04T17:00:00Z,RDDT,197.55,19,Market,Filled,3753.45,"" 
2025-08-04T17:00:00Z,UNH,238.8,16,Market,Filled,3820.8,"" 
2025-08-04T17:00:00Z,XLI,151.07,26,Market,Filled,3927.82,"" 
2025-08-05T14:00:00Z,PLTR,174.86,-27,Market,Filled,-4721.22,"Liquidated" 
2025-08-07T14:00:00Z,AVGO,309.55,-14,Market,Filled,-4333.7,"Liquidated" 
2025-08-11T14:00:00Z,SPY,637.69,22,Market,Filled,14029.18,"" 
2025-08-11T14:00:00Z,XLU,85.92,52,Market,Filled,4467.84,"" 
2025-08-11T15:00:00Z,APP,461.71,-10,Market,Filled,-4617.1,"Liquidated" 
2025-08-11T20:00:00Z,CRM,0,-13,Market On Open,Canceled,0,"Liquidated" 
2025-08-11T20:15:00Z,CRM,0,-13,Market On Open,Canceled,0,"Liquidated" 
2025-08-12T04:00:00Z,CRM,232.93,-13,Market On Open,Filled,-3028.09,"Liquidated" 
2025-08-12T16:00:00Z,TQQQ,93.96,-48,Market,Filled,-4510.08,"Liquidated" 
2025-08-18T14:00:00Z,AVGO,300.16,13,Market,Filled,3902.08,"" 
2025-08-18T14:00:00Z,CRM,240.71,16,Market,Filled,3851.36,"" 
2025-09-03T14:00:00Z,GOOG,230.11,-20,Market,Filled,-4602.2,"Liquidated" 
2025-09-03T14:00:00Z,GOOGL,229.68,-20,Market,Filled,-4593.6,"Liquidated" 
2025-09-05T14:00:00Z,MU,129.47,-35,Market,Filled,-4531.45,"Liquidated" 
2025-09-08T14:00:00Z,XLF,52.895,78,Market,Filled,4125.81,"" 
2025-09-08T14:00:00Z,UNH,318.4,-16,Market,Filled,-5094.4,"Liquidated" 
2025-09-08T15:00:00Z,OPEN,7.075,584,Market,Filled,4131.8,"" 
2025-09-08T15:00:00Z,XLY,236.21,17,Market,Filled,4015.57,"" 
2025-09-08T15:00:00Z,UNH,318.75,12,Market,Filled,3825,"" 
2025-09-08T15:00:00Z,GOOGL,235.54,17,Market,Filled,4004.18,"" 
2025-09-10T14:00:00Z,ORCL,337.035,-16,Market,Filled,-5392.56,"Liquidated" 
2025-09-10T16:00:00Z,OPEN,5.905,-584,Market,Filled,-3448.52,"Liquidated" 
2025-09-11T15:00:00Z,RDDT,263.41,-19,Market,Filled,-5004.79,"Liquidated" 
2025-09-15T14:00:00Z,OPEN,10.01,430,Market,Filled,4304.3,"" 
2025-09-15T14:00:00Z,GOOG,249.66,17,Market,Filled,4244.22,"" 
2025-09-15T14:00:00Z,MU,159.11,27,Market,Filled,4295.97,"" 
2025-09-15T14:00:00Z,COIN,327.73,13,Market,Filled,4260.49,"" 
2025-09-15T14:00:00Z,TQQQ,98.62,43,Market,Filled,4240.66,"" 
2025-09-17T20:00:00Z,TSLA,0,-11,Market On Open,Canceled,0,"Liquidated" 
2025-09-17T20:15:00Z,TSLA,0,-11,Market On Open,Canceled,0,"Liquidated" 
2025-09-18T04:00:00Z,TSLA,428.81,-11,Market On Open,Filled,-4716.91,"Liquidated" 
2025-09-22T14:00:00Z,BMNR,59.18,73,Market,Filled,4320.14,"" 
2025-09-22T20:00:00Z,OPEN,0,-430,Market On Open,Canceled,0,"Liquidated" 
2025-09-22T20:15:00Z,OPEN,7.97,-430,Market On Open,Filled,-3427.1,"Liquidated" 
2025-09-25T14:00:00Z,BMNR,49.18,-73,Market,Filled,-3590.14,"Liquidated" 
2025-09-29T14:00:00Z,INTC,34.41,126,Market,Filled,4335.66,"" 
2025-09-29T14:00:00Z,MSTR,318.28,13,Market,Filled,4137.64,"" 
2025-09-29T20:00:00Z,HOOD,0,-38,Market On Open,Canceled,0,"Liquidated" 
2025-09-29T20:15:00Z,HOOD,135.69,-38,Market On Open,Filled,-5156.22,"Liquidated" 
2025-10-02T14:00:00Z,AMAT,219.655,-20,Market,Filled,-4393.1,"Liquidated" 
2025-10-06T14:00:00Z,RGTI,39.03,115,Market,Filled,4488.45,"" 
2025-10-06T14:00:00Z,ORCL,293.79,15,Market,Filled,4406.85,"" 
2025-10-06T14:00:00Z,PLTR,181.86,24,Market,Filled,4364.64,"" 
2025-10-06T14:00:00Z,TSM,305.86,-16,Market,Filled,-4893.76,"Liquidated" 
2025-10-06T15:00:00Z,IONQ,76.24,59,Market,Filled,4498.16,"" 
2025-10-06T15:00:00Z,AMD,211.68,-24,Market,Filled,-5080.32,"Liquidated" 
2025-10-06T16:00:00Z,BMNR,60.97,74,Market,Filled,4511.78,"" 
2025-10-06T18:00:00Z,QUBT,23.17,196,Market,Filled,4541.32,"" 
2025-10-07T14:00:00Z,FLUT,239.275,-13,Market,Filled,-3110.575,"Liquidated" 
2025-10-10T20:00:00Z,AAPL,0,-16,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,AMZN,0,-16,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,AVGO,0,-13,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,BMNR,0,-74,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,COF,0,-17,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,COIN,0,-13,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,CRM,0,-16,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,GE,0,-14,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,GLD,0,-11,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,GOOG,0,-17,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,GOOGL,0,-17,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,HWM,0,-20,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,HYG,0,-43,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,IBIT,0,-57,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,INTC,0,-126,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,IONQ,0,-59,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,IWM,0,-16,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,JPM,0,-12,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,LQD,0,-32,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,MSTR,0,-13,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,MU,0,-27,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,NKE,0,-52,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,NVDA,0,-22,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,ORCL,0,-15,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,PLTR,0,-24,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,QUBT,0,-196,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,RGTI,0,-115,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,RSP,0,-20,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,SPY,0,-253,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,TLT,0,-40,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,TQQQ,0,-43,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,UNH,0,-12,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,WMT,0,-35,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,XLF,0,-78,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,XLI,0,-26,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,XLU,0,-469,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,XLY,0,-17,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:00:00Z,ZS,0,-11,Market On Open,Canceled,0,"Liquidated" 
2025-10-10T20:15:00Z,AAPL,249.46,-16,Market On Open,Filled,-3991.36,"Liquidated" 
2025-10-10T20:15:00Z,AMZN,217.5,-16,Market On Open,Filled,-3480,"Liquidated" 
2025-10-10T20:15:00Z,AVGO,352.96,-13,Market On Open,Filled,-4588.48,"Liquidated" 
2025-10-10T20:15:00Z,BMNR,54.21,-74,Market On Open,Filled,-4011.54,"Liquidated" 
2025-10-10T20:15:00Z,COF,205.25,-17,Market On Open,Filled,-3489.25,"Liquidated" 
2025-10-10T20:15:00Z,COIN,364.79,-13,Market On Open,Filled,-4742.27,"Liquidated" 
2025-10-10T20:15:00Z,CRM,242.89,-16,Market On Open,Filled,-3886.24,"Liquidated" 
2025-10-10T20:15:00Z,GE,296,-14,Market On Open,Filled,-4144,"Liquidated" 
2025-10-10T20:15:00Z,GLD,376.5,-11,Market On Open,Filled,-4141.5,"Liquidated" 
2025-10-10T20:15:00Z,GOOG,241.26,-17,Market On Open,Filled,-4101.42,"Liquidated" 
2025-10-10T20:15:00Z,GOOGL,240.19,-17,Market On Open,Filled,-4083.23,"Liquidated" 
2025-10-10T20:15:00Z,HWM,186.08,-20,Market On Open,Filled,-3721.6,"Liquidated" 
2025-10-10T20:15:00Z,HYG,80.23,-43,Market On Open,Filled,-3449.89,"Liquidated" 
2025-10-10T20:15:00Z,IBIT,65,-57,Market On Open,Filled,-3705,"Liquidated" 
2025-10-10T20:15:00Z,INTC,36.45,-126,Market On Open,Filled,-4592.7,"Liquidated" 
2025-10-10T20:15:00Z,IONQ,74.11,-59,Market On Open,Filled,-4372.49,"Liquidated" 
2025-10-10T20:15:00Z,IWM,241.82,-16,Market On Open,Filled,-3869.12,"Liquidated" 
2025-10-10T20:15:00Z,JPM,305.6,-12,Market On Open,Filled,-3667.2,"Liquidated" 
2025-10-10T20:15:00Z,LQD,111.4,-32,Market On Open,Filled,-3564.8,"Liquidated" 
2025-10-10T20:15:00Z,MSTR,306.15,-13,Market On Open,Filled,-3979.95,"Liquidated" 
2025-10-10T20:15:00Z,MU,191.21,-27,Market On Open,Filled,-5162.67,"Liquidated" 
2025-10-10T20:15:00Z,NKE,65.81,-52,Market On Open,Filled,-3422.12,"Liquidated" 
2025-10-10T20:15:00Z,NVDA,188,-22,Market On Open,Filled,-4136,"Liquidated" 
2025-10-10T20:15:00Z,ORCL,298.7,-15,Market On Open,Filled,-4480.5,"Liquidated" 
2025-10-10T20:15:00Z,PLTR,178.69,-24,Market On Open,Filled,-4288.56,"Liquidated" 
2025-10-10T20:15:00Z,QUBT,19.92,-196,Market On Open,Filled,-3904.32,"Liquidated" 
2025-10-10T20:15:00Z,RGTI,46.46,-115,Market On Open,Filled,-5342.9,"Liquidated" 
2025-10-10T20:15:00Z,RSP,186.43,-20,Market On Open,Filled,-3728.6,"Liquidated" 
2025-10-10T20:15:00Z,SPY,660.68,-253,Market On Open,Filled,-167152.04,"Liquidated" 
2025-10-10T20:15:00Z,TLT,90.28,-40,Market On Open,Filled,-3611.2,"Liquidated" 
2025-10-10T20:15:00Z,TQQQ,102.08,-43,Market On Open,Filled,-4389.44,"Liquidated" 
2025-10-10T20:15:00Z,UNH,354.74,-12,Market On Open,Filled,-4256.88,"Liquidated" 
2025-10-10T20:15:00Z,WMT,101.37,-35,Market On Open,Filled,-3547.95,"Liquidated" 
